Date,Price,Open,High,Low,Vol.,Change %
9/23/2016,36.653,36.446,36.653,36.364,562.44K,0.79%
9/26/2016,36.942,36.653,37.190,36.116,509.34K,0.79%
9/27/2016,37.975,37.107,37.975,36.942,438.96K,2.80%
9/28/2016,36.901,37.603,37.603,36.364,1.30M,-2.83%
9/29/2016,37.149,36.901,37.149,36.859,263.94K,0.67%
9/30/2016,36.777,36.777,37.025,35.124,206.03K,-1.00%
10/3/2016,35.537,36.777,36.777,35.537,1.27M,-3.37%
10/4/2016,36.364,35.537,36.364,35.372,540.79K,2.33%
10/5/2016,36.198,36.612,36.777,36.116,307.87K,-0.46%
10/6/2016,35.289,36.198,36.198,35.207,965.14K,-2.51%
10/7/2016,35.372,35.537,35.868,35.041,302.84K,0.24%
10/10/2016,34.793,35.702,35.702,34.711,346.29K,-1.64%
10/11/2016,34.793,34.876,35.124,34.463,372.08K,0.00%
10/12/2016,34.876,34.793,35.372,34.793,198.74K,0.24%
10/13/2016,35.537,35.124,35.620,34.628,1.33M,1.90%
10/14/2016,35.537,35.413,35.868,35.041,761.02K,0.00%
10/17/2016,35.537,35.537,35.620,35.289,656.95K,0.00%
10/18/2016,35.455,35.537,35.537,35.124,388.02K,-0.23%
10/19/2016,36.198,35.413,36.198,35.289,792.39K,2.10%
10/20/2016,35.785,36.033,36.033,35.537,400.84K,-1.14%
10/21/2016,35.537,35.785,35.785,35.289,909.17K,-0.69%
10/24/2016,35.537,35.537,35.537,35.124,711.04K,0.00%
10/25/2016,35.289,35.041,35.413,34.959,672.41K,-0.70%
10/26/2016,35.083,35.041,35.372,34.711,525.73K,-0.58%
10/27/2016,35.372,35.041,35.455,34.711,1.27M,0.82%
10/28/2016,35.413,35.372,35.702,35.207,861.25K,0.12%
10/31/2016,35.124,35.124,35.744,34.959,1.19M,-0.82%
11/1/2016,35.331,35.124,35.413,35.124,251.53K,0.59%
11/2/2016,34.959,35.372,35.702,34.959,583.06K,-1.05%
11/3/2016,35.041,34.793,35.372,34.587,591.04K,0.23%
11/4/2016,35.041,34.711,35.289,34.711,201.61K,0.00%
11/7/2016,35.331,35.041,35.413,34.959,236.26K,0.83%
11/8/2016,35.372,35.289,35.455,35.207,425.15K,0.12%
11/9/2016,35.124,35.455,35.455,34.711,1.02M,-0.70%
11/10/2016,35.372,35.372,35.537,35.207,307.41K,0.71%
11/11/2016,36.364,35.372,36.364,35.000,1.22M,2.80%
11/14/2016,35.455,36.116,37.025,35.455,1.71M,-2.50%
11/15/2016,35.331,35.537,35.950,35.165,488.97K,-0.35%
11/16/2016,35.289,35.331,35.785,35.207,562.80K,-0.12%
11/17/2016,35.289,35.207,35.372,34.752,1.20M,0.00%
11/18/2016,35.207,35.537,35.537,34.959,455.19K,-0.23%
11/21/2016,35.207,35.124,35.207,34.876,394.68K,0.00%
11/22/2016,35.207,35.041,35.289,35.041,316.12K,0.00%
11/23/2016,35.289,35.207,35.372,35.165,347.19K,0.23%
11/24/2016,35.124,35.289,35.289,34.752,749.43K,-0.47%
11/25/2016,35.124,34.959,35.124,34.298,2.00M,0.00%
11/28/2016,35.124,34.545,35.124,33.967,1.34M,0.00%
11/29/2016,34.298,35.124,35.124,34.298,1.19M,-2.35%
11/30/2016,34.711,33.926,34.711,33.388,1.77M,1.20%
12/1/2016,34.711,34.793,34.876,34.298,848.36K,0.00%
12/2/2016,34.711,34.298,34.876,34.298,759.38K,0.00%
12/5/2016,34.669,34.711,34.835,34.215,814.26K,-0.12%
12/6/2016,34.463,34.628,34.628,33.843,681.25K,-0.59%
12/7/2016,34.711,34.463,34.793,33.760,1.19M,0.72%
12/8/2016,34.711,34.298,34.711,34.298,863.58K,0.00%
12/9/2016,34.711,34.711,34.711,34.050,854.16K,0.00%
12/12/2016,34.711,34.380,34.711,34.132,915.04K,0.00%
12/13/2016,34.711,34.711,34.711,33.967,1.49M,0.00%
12/14/2016,35.083,34.711,35.124,34.380,1.01M,1.07%
12/15/2016,34.711,34.959,35.041,34.587,470.21K,-1.06%
12/16/2016,35.124,34.711,35.124,34.174,3.98M,1.19%
12/19/2016,35.372,35.207,35.785,35.207,750.43K,0.71%
12/20/2016,34.587,35.248,35.537,34.587,1.06M,-2.22%
12/21/2016,34.215,34.587,34.587,34.132,927.89K,-1.08%
12/22/2016,34.711,34.380,34.793,34.174,807.88K,1.45%
12/23/2016,34.793,34.380,34.793,34.380,341.66K,0.24%
12/26/2016,34.711,34.876,34.876,34.628,248.61K,-0.24%
12/27/2016,34.959,34.793,35.248,34.711,314.70K,0.71%
12/28/2016,34.380,35.083,35.083,34.339,1.35M,-1.66%
12/29/2016,34.628,34.380,34.752,34.380,468.15K,0.72%
12/30/2016,34.711,34.380,34.711,34.380,852.32K,0.24%
1/3/2017,34.380,34.711,34.711,34.380,389.02K,-0.95%
1/4/2017,34.752,34.380,34.752,34.380,380.07K,1.08%
1/5/2017,34.959,34.628,35.041,34.628,434.93K,0.60%
1/6/2017,35.620,35.041,35.950,35.000,1.03M,1.89%
1/9/2017,35.702,35.785,35.950,35.702,555.40K,0.23%
1/10/2017,35.455,35.702,35.785,35.413,523.35K,-0.69%
1/11/2017,35.537,35.455,35.909,35.207,502.20K,0.23%
1/12/2017,35.537,35.702,35.785,35.413,627.81K,0.00%
1/13/2017,35.785,35.579,35.909,35.496,612.31K,0.70%
1/16/2017,35.413,35.785,35.785,35.413,302.45K,-1.04%
1/17/2017,35.248,35.537,35.537,34.959,801.54K,-0.47%
1/18/2017,34.793,34.959,35.248,34.793,899.60K,-1.29%
1/19/2017,34.711,34.793,34.959,34.545,1.40M,-0.24%
1/20/2017,34.711,34.835,34.876,34.587,864.29K,0.00%
1/23/2017,34.711,34.876,34.876,34.463,883.00K,0.00%
1/24/2017,34.298,34.876,34.876,34.298,652.87K,-1.19%
1/25/2017,34.711,34.628,34.711,34.298,953.52K,1.20%
2/2/2017,35.124,34.959,35.413,34.959,472.53K,1.19%
2/3/2017,34.711,35.124,35.124,34.669,480.70K,-1.18%
2/6/2017,35.041,35.124,35.207,34.711,572.55K,0.95%
2/7/2017,35.372,35.041,35.372,34.876,961.77K,0.94%
2/8/2017,35.331,35.455,35.455,35.289,405.11K,-0.12%
2/9/2017,35.248,35.372,35.413,35.165,341.43K,-0.23%
2/10/2017,35.124,35.207,35.331,34.752,1.01M,-0.35%
2/13/2017,35.124,35.124,35.207,34.959,382.55K,0.00%
2/14/2017,35.165,35.207,35.413,35.083,600.33K,0.12%
2/15/2017,36.777,35.207,36.942,35.207,2.75M,4.58%
2/16/2017,36.364,36.777,36.942,36.364,1.05M,-1.12%
2/17/2017,36.364,36.446,36.446,36.033,838.13K,0.00%
2/20/2017,37.438,36.198,37.521,35.785,972.90K,2.95%
2/21/2017,38.388,37.438,38.843,37.438,1.56M,2.54%
2/22/2017,37.769,38.264,38.678,37.603,1.07M,-1.61%
2/23/2017,37.397,37.769,38.017,37.190,707.45K,-0.98%
2/24/2017,37.397,37.397,38.017,37.107,615.03K,0.00%
2/27/2017,37.975,37.438,38.430,37.438,954.21K,1.55%
2/28/2017,37.190,38.182,38.182,37.190,1.22M,-2.07%
3/1/2017,36.942,36.942,37.479,36.612,787.81K,-0.67%
3/2/2017,36.446,36.859,37.149,36.364,961.56K,-1.34%
3/3/2017,36.777,36.736,37.107,36.612,351.58K,0.91%
3/6/2017,36.983,37.107,37.521,36.859,443.96K,0.56%
3/7/2017,37.066,36.983,37.438,36.859,288.73K,0.22%
3/8/2017,36.777,37.066,37.066,36.364,670.98K,-0.78%
3/9/2017,36.529,36.777,36.777,36.529,328.12K,-0.67%
3/10/2017,36.529,36.405,36.942,36.364,1.02M,0.00%
3/13/2017,36.529,36.859,36.942,36.529,439.08K,0.00%
3/14/2017,36.405,36.529,36.777,36.405,447.80K,-0.34%
3/15/2017,35.950,36.446,36.529,35.785,674.62K,-1.25%
3/16/2017,36.364,35.702,36.364,35.702,232.74K,1.15%
3/17/2017,36.198,36.529,37.025,36.198,1.29M,-0.46%
3/20/2017,35.785,36.612,36.777,35.785,1.42M,-1.14%
3/21/2017,34.256,36.198,36.198,33.884,8.15M,-4.27%
3/22/2017,34.421,34.256,35.041,34.256,1.81M,0.48%
3/23/2017,35.124,34.421,35.207,34.421,1.25M,2.04%
3/24/2017,35.000,34.959,35.083,34.835,1.89M,-0.35%
3/27/2017,35.000,34.793,35.041,34.711,1.28M,0.00%
3/28/2017,34.711,35.000,35.000,34.711,860.25K,-0.83%
3/29/2017,34.876,34.959,35.041,34.711,886.35K,0.48%
3/30/2017,34.876,34.959,35.000,34.711,804.87K,0.00%
3/31/2017,34.545,34.793,35.000,34.545,731.11K,-0.95%
4/3/2017,34.298,34.628,34.711,34.298,754.35K,-0.72%
4/4/2017,34.711,34.463,34.711,34.339,640.68K,1.20%
4/5/2017,34.380,34.711,34.793,34.380,637.10K,-0.95%
4/7/2017,34.711,34.380,34.711,34.298,448.81K,0.96%
4/10/2017,35.041,34.711,35.124,34.628,1.15M,0.95%
4/11/2017,35.165,34.793,35.496,34.793,1.47M,0.35%
4/12/2017,34.752,35.165,35.455,34.711,798.75K,-1.17%
4/13/2017,35.041,34.752,35.331,34.752,1.04M,0.83%
4/14/2017,34.504,34.876,35.000,34.463,847.10K,-1.53%
4/17/2017,34.504,34.504,34.711,33.678,1.54M,0.00%
4/18/2017,34.463,34.298,34.711,34.132,508.97K,-0.12%
4/19/2017,34.298,34.463,34.463,34.256,1.16M,-0.48%
4/20/2017,33.554,34.298,34.380,33.471,1.42M,-2.17%
4/21/2017,33.471,33.223,34.091,33.223,572.54K,-0.25%
4/24/2017,33.058,33.306,33.802,32.769,511.78K,-1.23%
4/25/2017,33.347,33.058,33.471,33.058,352.87K,0.87%
4/26/2017,33.388,33.388,33.471,33.140,506.40K,0.12%
4/27/2017,33.802,33.388,33.884,33.388,644.88K,1.24%
4/28/2017,33.802,33.471,33.802,33.388,1.05M,0.00%
5/3/2017,33.471,33.967,33.967,33.306,399.91K,-0.98%
5/4/2017,33.306,33.512,33.512,33.140,841.02K,-0.49%
5/5/2017,33.388,33.306,33.388,33.140,626.82K,0.25%
5/8/2017,33.388,33.388,33.512,33.182,553.41K,0.00%
5/9/2017,33.678,33.388,33.802,33.306,701.76K,0.87%
5/10/2017,33.430,33.512,33.719,33.388,874.26K,-0.74%
5/11/2017,33.471,33.471,33.760,33.430,1.04M,0.12%
5/12/2017,33.471,33.388,33.554,33.306,451.11K,0.00%
5/15/2017,33.802,33.471,34.132,33.306,793.25K,0.99%
5/16/2017,34.298,33.884,34.298,33.719,1.22M,1.47%
5/17/2017,34.132,34.132,34.463,34.008,651.15K,-0.48%
5/18/2017,34.132,34.132,34.463,33.926,986.71K,0.00%
5/19/2017,33.802,34.132,34.132,33.636,780.49K,-0.97%
5/22/2017,34.050,33.719,34.215,33.719,999.25K,0.73%
